destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000052,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,65,medium,medium,medium,medium,access=easy; medical=medium; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Nov-Feb (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,easy,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000053,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,65,medium,medium,medium,medium,access=easy; medical=medium; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Nov-Feb (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,easy,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000054,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,70,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,monsoon",low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,crowd_check;monsoon_check,enriched_unverified,needs_verification,low,
DST2-000055,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Apr-Jun;Sep-Feb (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000056,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Apr-Jun;Sep-Feb (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000057,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,crowd_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000058,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,80,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000059,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Sep-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000060,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000061,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,high,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000062,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,"access=moderate; medical=unknown; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure;booking_lead_time,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000063,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000064,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,65,medium,medium,medium,high,access=easy; medical=unknown; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000065,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000066,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000067,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,75,high,medium,medium,low_medium,access=easy; medical=high; cautions=crowd,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,crowd_check,enriched_unverified,needs_verification,low,
DST2-000068,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,60,medium,medium,medium,low_medium,access=easy; medical=medium; cautions=crowd,low,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,easy,crowd_check,enriched_unverified,needs_verification,low,
DST2-000069,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,45,low_medium,medium,medium,medium,access=easy; medical=low; cautions=infant_food_access,low,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,low,narrow,easy,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000070,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,metro/major-city tier; tertiary care assumed available,high,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000071,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,55,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Mar-May;Oct-Dec (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000072,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,55,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Mar-May;Oct-Dec (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=55 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000073,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,25,low,low_medium,low_medium,medium,"access=hard; medical=unknown; cautions=infant_food_access,long_road_transfer",high,long_road_transfer;high_road_difficulty,complex,medium,seasonal_closure;booking_lead_time,,unknown,heuristic insufficient; manual review required,unknown,Nov-Feb (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,hard,infant_food_access_check;long_road_transfer_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
